step,skin_area,pigment_count,yellow_count,red_count,black_count,nnd_mean,nnd_std,nnd_cv
82,3041,77,39,3,35,4.446494636851161,0.9992902029394041,0.22473662616330936
83,3097,78,40,1,37,4.460701622835907,0.9909229049442813,0.2221450768800977
84,3145,78,40,0,38,4.497067936809192,0.9990015025577257,0.2221450768800984
85,3198,79,37,4,38,4.455574941868367,1.0101836379024784,0.22672352077611987
86,3250,82,37,7,38,4.3764850265416335,1.014118644015452,0.23171989344530958
87,3303,84,39,7,38,4.354583868881023,0.9656333149947773,0.2217509971263201
88,3366,90,41,7,42,4.171445548690754,0.8917266088363142,0.2137692074432032
89,3415,92,43,4,45,4.123467130010027,0.8650360782067208,0.20978367255819677
90,3460,92,43,4,45,4.154725667779208,0.8715936090587413,0.2097836725581974
91,3512,94,44,1,49,4.146083421407099,0.879565965952676,0.21214381780431144
92,3582,96,45,2,49,4.144934521730433,0.8935835939375425,0.21558448975552752
93,3640,96,45,2,49,4.175249237427554,0.9001189764531919,0.21558448975552794
94,3702,100,47,3,50,4.145316383560914,0.8511052544813286,0.2053173209785271
95,3743,101,48,2,51,4.182330843423225,0.8522062154162033,0.20376346284419514
96,3790,103,48,4,51,4.189745366209228,0.8687019871521118,0.20734004365947503
97,3840,104,47,4,53,4.217090954018589,0.8693559562852521,0.2061506298451095
98,3889,104,46,5,53,4.246159170943811,0.8753483875128621,0.20615062984510985
99,3941,108,50,3,55,4.234116018059277,0.8060949670275465,0.19038093514424595
100,4001,110,49,4,57,4.207194208098034,0.818068251707157,0.19444508887475162
101,4050,112,48,6,58,4.210406207957787,0.811736684842307,0.19279296218685715
102,4103,112,47,7,58,4.238091738073125,0.8170742602029569,0.19279296218685724
103,4159,114,45,8,61,4.2715801322175215,0.815830343479983,0.1909902935746325
104,4213,116,44,8,64,4.270671756316205,0.7870481492454614,0.18429141693721945
105,4265,117,45,7,65,4.289080625932015,0.7816805832397807,0.18224898327010108
106,4322,120,47,4,69,4.306756680332475,0.7797231587012917,0.1810464849945777
107,4385,122,48,2,72,4.290213222190416,0.7448549656134348,0.17361723696170214
108,4440,123,49,2,72,4.290186640492679,0.7595255199017376,0.17703787353510983
109,4490,126,49,4,73,4.308383750092363,0.7616505158953654,0.17678335080501134
110,4555,126,48,4,74,4.334159219649651,0.7662071897722766,0.17678335080501167
111,4623,128,50,4,74,4.317963781303703,0.7769117509150798,0.17992549040796502
112,4684,130,51,2,77,4.317140017687505,0.7949255708170184,0.18413245054827748
113,4738,130,48,4,78,4.342059794472319,0.7995141103835236,0.1841324505482778
114,4800,130,46,6,78,4.366824301567139,0.8040740597615131,0.18413245054827782
115,4853,132,42,11,79,4.329918698301719,0.8203192783344123,0.18945373700803403
116,4914,135,43,10,82,4.323706933664068,0.7918157640616194,0.18313354170617258
117,4967,137,45,8,84,4.3202068514511005,0.7754803472617289,0.17950074473889502
118,5021,139,45,4,90,4.333050694265296,0.7736217506013955,0.17853974144015658
119,5071,140,44,4,92,4.307628612514426,0.7573321296973198,0.17581184401481587
120,5120,143,47,4,92,4.303622563790736,0.7764633066762776,0.1804208652517542
121,5179,144,44,6,94,4.320925166279692,0.7736471274000377,0.17904663877017968
122,5241,145,44,5,96,4.342016814601286,0.7727216601778646,0.1779637650363736
123,5294,147,44,7,96,4.355345900331643,0.7815008865497765,0.17943486107270806
124,5362,147,43,4,100,4.377883347349886,0.7847844274596106,0.17926115549298358
125,5411,152,48,3,101,4.321534619963797,0.8093244221410822,0.18727708865321432
126,5461,155,47,5,103,4.30871808240959,0.8061129564062509,0.1870888141178307
127,5519,159,49,6,104,4.293445767331666,0.7802028149944708,0.18171949927276648
128,5572,160,48,8,104,4.306227245218021,0.7715357145342998,0.17916744068509055
129,5624,162,50,4,108,4.302522848095014,0.7656556599860798,0.17795504800745068
130,5685,163,49,4,110,4.3175777233871395,0.7659618616359585,0.1774054598917293
131,5740,164,48,4,112,4.320764678235215,0.7776727101482158,0.17998497211971992
132,5798,168,51,5,112,4.3069889020002945,0.7870697635130028,0.1827424638004712
133,5863,170,50,6,114,4.301040358982334,0.7922298142732537,0.18419492684335526
134,5910,172,50,6,116,4.314877362501417,0.7889633054545621,0.18284721422464761
135,5974,175,52,6,117,4.2993953339003905,0.7760610333755493,0.1805046926613585
136,6019,181,55,6,120,4.251057609502373,0.7346663939165964,0.17281967486731453
137,6075,182,56,4,122,4.268662804166072,0.7351745331056331,0.17222595619123512
138,6129,183,55,5,123,4.277283862183919,0.7311388978951022,0.17093532284799598
139,6180,183,53,4,126,4.295089213510068,0.7335279880695538,0.17078294573302313
140,6230,184,54,4,126,4.30042446344198,0.7312431536476807,0.17003976232202833
141,6282,185,55,2,128,4.317550118994783,0.730326819297238,0.16915306115012843
142,6329,185,53,2,130,4.334677448215507,0.7326344925162557,0.1690170724969851
143,6375,185,50,5,130,4.351585294762486,0.7349218442850574,0.16888600234250983
144,6430,187,50,7,130,4.314412405519824,0.751758795263789,0.17424361062512722
145,6463,188,49,7,132,4.333823824499056,0.7533207607936421,0.17382357735331894
146,6519,190,50,5,135,4.338135015653096,0.7422410743849102,0.17109681273324695
147,6565,192,49,6,137,4.345820512923923,0.7420075738447296,0.17074050150896058
148,6603,196,52,5,139,4.315176940969876,0.722996924821502,0.1675474574302935
149,6650,197,52,5,140,4.328575950866696,0.7227208405854137,0.16696503625875822
150,6689,198,51,4,143,4.33869625314376,0.7253331223929184,0.16717766814562893
151,6737,202,55,3,144,4.347923112003086,0.724054848888172,0.16652889902517934
152,6782,203,51,7,145,4.342862523454007,0.7275893050644419,0.16753680346427385
153,6828,205,50,8,147,4.334970667399388,0.715820506945871,0.16512695514388265
154,6886,206,47,12,147,4.350261379081432,0.7149504433438945,0.16434654864225506
155,6931,208,48,8,152,4.35488871347218,0.7173023286336041,0.16471197677552815
156,6982,208,46,7,155,4.3680023168615225,0.7185651641535091,0.1645065895179389
157,7021,209,46,4,159,4.354827477431883,0.7301302061317045,0.1676599612534151
158,7060,210,46,4,160,4.357045232665055,0.717132148969361,0.16459139409267765
159,7103,210,42,6,162,4.368781934638957,0.7186501523025245,0.1644966865030196
160,7142,214,44,7,163,4.35526545500466,0.7121812933601803,0.16352190256087498
161,7195,217,45,8,164,4.339693064455063,0.7126716912263625,0.16422168126668857
162,7234,220,45,7,168,4.308595456588521,0.7212542949715178,0.16739893597307656
163,7265,223,42,11,170,4.276467679829454,0.7236770484660805,0.16922308377992268
164,7300,224,42,10,172,4.278432127346122,0.7230204489985113,0.1689919174776827
165,7338,227,44,8,175,4.272124986719825,0.7230005132591071,0.16923674178691667
166,7358,228,45,2,181,4.272697252444903,0.728002244021676,0.1703847010468461
167,7389,230,46,2,182,4.27162573620611,0.7239874328327232,0.16948756224031247
168,7416,230,45,2,183,4.27813422180401,0.7237226954204455,0.16916783296132673
169,7435,232,47,2,183,4.239082803032908,0.702475043682027,0.1657139235825415
