step,skin_area,pigment_count,yellow_count,red_count,black_count,nnd_mean,nnd_std,nnd_cv
82,3041,76,37,2,37,4.696657896202745,0.9133439923443113,0.19446679160569835
83,3097,77,37,3,37,4.666046263505564,0.9404233258154469,0.20154607835129193
84,3145,77,37,2,38,4.704086670100759,0.9480902205835986,0.20154607835129223
85,3198,80,37,4,39,4.639434891696515,0.9090363843139304,0.19593687712714608
86,3250,81,36,5,40,4.620670752056874,0.9560654494523535,0.2069105332870899
87,3303,85,39,6,40,4.553596893267113,0.9883884305007702,0.21705663756973545
88,3366,90,42,5,43,4.442238844163587,0.9643652065677488,0.21708990452743399
89,3415,90,41,4,45,4.476321028890814,0.9717641047962705,0.21708990452743435
90,3460,90,41,3,46,4.510254426572154,0.9791307028592064,0.21708990452743485
91,3512,94,44,2,48,4.408683765352221,0.9930327607091427,0.2252447246303187
92,3582,95,43,3,49,4.432374056966395,0.9988712589982167,0.22535806909799455
93,3640,97,45,3,49,4.383196248039075,0.948819771501091,0.21646755422492228
94,3702,100,46,4,50,4.292702317172638,0.9133240375079623,0.21276202494966034
95,3743,102,45,5,52,4.323794392619553,0.9108904466528298,0.2106692326090834
96,3790,104,45,7,52,4.332558703568781,0.8836959232056977,0.20396628959177926
97,3840,105,44,7,54,4.3161854204784795,0.8984492842276796,0.2081581759589633
98,3889,105,42,6,57,4.345936691072343,0.904642254446961,0.20815817595896358
99,3941,110,46,5,59,4.2082454292422105,0.8678084301630759,0.20621621166214588
100,4001,111,46,4,61,4.200847240839869,0.8467936199282776,0.20157686566074176
101,4050,112,45,4,63,4.198294220234418,0.8683340095834544,0.20683019436755026
102,4103,117,49,4,64,4.155650890906518,0.874381708336307,0.21040788345561867
103,4159,118,49,4,65,4.166025036013029,0.8711496680903758,0.20910812118495442
104,4213,119,48,4,67,4.183635293622288,0.8723114481803654,0.20850561460506503
105,4265,119,47,4,68,4.210189441622407,0.8778481371294462,0.20850561460506556
106,4322,119,47,3,69,4.236598763134574,0.8833546289426445,0.2085056146050658
107,4385,121,49,1,71,4.262758131347618,0.8850738557408931,0.20762938653075313
108,4440,122,47,3,72,4.291203528166866,0.8872094739392573,0.20675073277590547
109,4490,124,48,4,72,4.277197599491308,0.8890721175748696,0.20786323215004143
110,4555,126,49,5,72,4.284516175736352,0.8863545740998058,0.20687390074966094
111,4623,129,52,2,75,4.306494407252673,0.8563172874705282,0.19884323686295385
112,4684,133,53,4,76,4.2834583203644,0.8223686317488462,0.1919870745184919
113,4738,135,54,4,77,4.296183445342134,0.8219147599761495,0.19131277107523595
114,4800,137,52,8,77,4.288865460517431,0.7817056874500191,0.18226397975084252
115,4853,137,47,10,80,4.313033564171082,0.7861106622049645,0.18226397975084252
116,4914,141,51,9,81,4.3094606996654194,0.7718414312546451,0.1791039494371977
117,4967,143,53,5,85,4.331089215230442,0.7591293178188157,0.1752744587087084
118,5021,144,50,4,90,4.328458482740711,0.7428514275931786,0.171620319463627
119,5071,144,49,5,90,4.352134387963386,0.7463328456201722,0.17148662681100083
120,5120,144,47,7,90,4.375569198560315,0.7498758827238736,0.17137790506671277
121,5179,149,49,6,94,4.358078453215134,0.7427704509487099,0.1704353097178797
122,5241,149,47,7,95,4.3808785410382685,0.7463239126230716,0.17035941664021173
123,5294,149,45,7,97,4.403488053090927,0.7498776828888114,0.17029174914242853
124,5362,153,48,5,100,4.398267944648577,0.7545490769764874,0.17155595940769922
125,5411,155,50,3,102,4.411957152081925,0.7410908222179702,0.1679732591845536
126,5461,158,48,6,104,4.398481415104369,0.7610207448485472,0.17301897473865224
127,5519,159,48,6,105,4.40111646901846,0.7584907901542802,0.17234054029096554
128,5572,161,49,7,105,4.41299625535442,0.7601536632853267,0.17225341226221014
129,5624,164,47,7,110,4.391455376913031,0.7750232795365137,0.17648438001005923
130,5685,167,49,7,111,4.374576791407535,0.7685413099413974,0.1756835795980943
131,5740,170,51,7,112,4.348898689415909,0.7529189748911516,0.17312865363439892
132,5798,170,51,2,117,4.368614879210732,0.7563324122851305,0.17312865363439917
133,5863,173,54,1,118,4.357842006024546,0.7840789365703047,0.17992367219512923
134,5910,174,53,2,119,4.357527698286895,0.7940825539728369,0.18223235948330008
135,5974,174,52,3,119,4.376501260743691,0.7974806870631108,0.1822187723824428
136,6019,175,51,5,119,4.391331599828599,0.7940170040806012,0.18081463128664937
137,6075,176,50,5,121,4.3975179312911346,0.785954339688663,0.17872680725095394
138,6129,177,48,7,122,4.404482479871015,0.781451871397152,0.17742195024461974
139,6180,179,46,9,124,4.402534809098563,0.7659588995012633,0.17398133864111853
140,6230,181,46,9,126,4.420220745457329,0.7647463862960422,0.17301090382913584
141,6282,184,47,8,129,4.387275418799,0.7750310934233925,0.17665430579130992
142,6329,186,49,4,133,4.372140275136203,0.7675528287164665,0.1755553985953435
143,6375,187,46,6,135,4.382936896188915,0.7683119918263601,0.17529615644118748
144,6430,190,47,6,137,4.397021109302804,0.7608192903514631,0.1730306203765136
145,6463,190,46,7,137,4.413496008309426,0.7634156198605537,0.17297299429365617
146,6519,191,47,3,141,4.423022635141406,0.7658631540029714,0.17315379485466129
147,6565,191,47,1,143,4.43900631445377,0.7683748523609801,0.1730961386242942
148,6603,192,43,5,144,4.4449020853443075,0.7635791198453408,0.17178761313164476
149,6650,198,49,5,144,4.369075364738359,0.745449362786692,0.17061947907853553
150,6689,199,50,5,144,4.343795156301513,0.7441839003184024,0.17132113130119608
151,6737,200,47,4,149,4.345081119016697,0.7535641942202532,0.1734292579537878
152,6782,202,47,6,149,4.330930262651429,0.7495906399669718,0.17307843685016844
153,6828,203,45,9,149,4.333625231830046,0.7433133477662569,0.17152229553827653
154,6886,207,48,6,153,4.314639536819566,0.7544494548707773,0.17485804977041647
155,6931,210,49,6,155,4.284779929728254,0.7328138077896932,0.17102717521270647
156,6982,211,47,6,158,4.2902105089179905,0.7300912192016349,0.17017608289472883
157,7021,213,46,8,159,4.291096383233474,0.7202012508743211,0.16783618603585393
158,7060,214,44,9,161,4.296981841727084,0.7198575098023533,0.16752630946954472
159,7103,215,45,6,164,4.304901261138377,0.7193483749780615,0.1670998546404922
160,7142,215,42,6,167,4.315869340123206,0.7210339791449262,0.16706575716774955
161,7195,218,44,4,170,4.282578636082875,0.7129282425575896,0.16647172256234707
162,7234,219,45,4,170,4.286327268140027,0.7140155332877995,0.16657979865300088
163,7265,221,46,2,173,4.278023528435708,0.7208045852177765,0.168490093714182
164,7300,222,46,2,174,4.274306164398774,0.7332666620004852,0.17155220842806784
165,7338,223,46,3,174,4.280335485312362,0.7328737751334268,0.17121876956795906
166,7358,224,45,4,175,4.28360566117311,0.7336263045146152,0.17126373493341887
167,7389,225,44,5,176,4.271599755343903,0.7313750465618929,0.17121806546756843
168,7416,226,42,7,177,4.269256642234622,0.729651185497113,0.17090825093031342
169,7435,228,42,7,179,4.244486336091731,0.7237460825466251,0.1705144098102742
